ko_id,gene_name
K01711,emar:D1013_08615
K01711,mur:EQY75_13165
K01711,afla:FHG64_00410
K01711,afla:FHG64_07750
K01711,anp:FK178_08535
K01711,anp:FK178_08630
K01711,cagg:HYG79_04190
K01711,asag:FGM00_01245
K01711,mut:GVT53_17515
K01711,maqi:LDL77_09080
K01711,bia:GMA17_08120
K01711,fbe:FF125_12040
K01711,alut:O5O44_01695
K01711,luy:QZH61_02285
K01711,aest:RBH94_05600
K01711,mang:RBH95_15100
K01711,fbu:UJ101_00544
K01711,fbq:D1817_12930
K01711,eao:BD94_3292
K01711,ego:BBD34_06040
K01711,egm:AYC65_00640
K01711,egm:AYC65_00805
K01711,elz:FCS00_14565
K01711,carh:EGY05_23595
K01711,ctai:NCTC12078_01316
K01711,cbp:EB354_18415
K01711,cfae:LL667_09085
K01711,corz:MTP08_13260
K01711,ctur:LNP04_06345
K01711,kbe:J4771_10165
K01711,kbe:J4771_10180
K01711,kfa:Q73A0000_09380
K01711,eze:KI430_11985
K01711,crm:K6119_07805
K01711,chyd:H4K34_02590
K01711,ise:JBKA6_1316
K01711,ptan:CRYO30217_02767
K01711,bbau:AEM51_01580
K01711,cch:Cag_0652
K01711,cph:Cpha266_2608
K01711,cpb:Cphamn1_1932
K01711,pvi:Cvib_0615
K01711,plt:Plut_1863
K01711,pph:Ppha_0571
K01711,pph:Ppha_0589
K01711,proc:Ptc2401_00827
K01711,prs:B9H02_08790
K01711,pros:CHL67_01825
K01711,pros:CHL67_01830
K01711,pros:CHL67_02495
K01711,prow:OO006_02825
K01711,proi:OO005_02750
K01711,cts:Ctha_2065
K01711,rmg:Rhom172_1973
K01711,rbar:AWN76_009225
K01711,ial:IALB_2463
K01711,ial:IALB_2464
K01711,ial:IALB_3153
K01711,aae:aq_1082
K01711,hho:HydHO_1547
K01711,hys:HydSN_1590
K01711,tal:Thal_0133
K01711,sul:SYO3AOP1_1407
K01711,saf:SULAZ_1202
K01711,pmx:PERMA_2002
K01711,dte:Dester_1312
K01711,ther:Y592_04210
K01711,tfe:JYK00_02845
K01711,tfe:JYK00_02890
K01711,frr:IB67_01460
K01711,ocy:OSSY52_03530
K01711,mpz:Marpi_1186
K01711,mpz:Marpi_1227
K01711,maeo:JRV97_05725
K01711,dtn:DTL3_0978
K01711,kpf:IX53_00985
K01711,mpg:Theba_1169
K01711,asac:ATHSA_1236
K01711,din:Selin_0210
K01711,dap:Dacet_2692
K01711,dap:Dacet_2788
K01711,gtl:EP073_12505
K01711,cni:Calni_1168
K01711,cni:Calni_1961
K01711,fsi:Flexsi_0390
K01711,tye:THEYE_A0469
K01711,nde:NIDE3012
K01711,nmv:NITMOv2_2161
K01711,nmv:NITMOv2_3501
K01711,nmv:NITMOv2_3509
K01711,nio:NITINOP_3114
K01711,nja:NSJP_3459
K01711,nkf:Nkreftii_002572
K01711,nif:W02_07050
K01711,nti:DNFV4_03105
K01711,nall:PP769_12635
K01711,nneo:PQG83_03480
K01711,nneo:PQG83_10135
K01711,nwt:NSPWAT_0213
K01711,sbe:RAAC3_TM7C01G0308
K01711,sbag:UW38_C0001G0734
K01711,prf:PeribacterA2_0942
K01711,srb:P148_SR1C001G0646
K01711,mox:DAMO_0908
K01711,mox:DAMO_0943
K01711,caqa:MICH65_0526
K01711,schv:BRCON_1599
K01711,dpb:BABL1_gene_270
K01711,tmg:US01_C0001G0476
K01711,mib:UY43_C0001G0776
K01711,mib:UY43_C0001G0777
K01711,wba:UR17_C0001G0547
K01711,mig:Metig_1520
K01711,mmq:MmarC5_1306
K01711,mmz:MmarC7_0340
K01711,mmd:GYY_01905
K01711,mae:Maeo_0397
K01711,mok:Metok_1312
K01711,metf:CFE53_00925
K01711,mth:MTH_333
K01711,mtee:MTTB_13430
K01711,mst:Msp_0990
K01711,mel:Metbo_0839
K01711,mel:Metbo_1294
K01711,mew:MSWAN_1271
K01711,mfc:BRM9_0991
K01711,mfc:BRM9_1315
K01711,mfi:DSM1535_1648
K01711,mfi:DSM1535_2001
K01711,mcub:MCBB_1215
K01711,msub:BK009_02640
K01711,metn:BK008_10295
K01711,mett:CIT01_00085
K01711,meto:CIT02_00710
K01711,meto:CIT02_02350
K01711,mfeg:GCM10025860_19550
K01711,mfeg:GCM10025860_24230
K01711,ast:Asulf_00036
K01711,tnu:BD01_1488
K01711,tbs:A3L01_10260
K01711,mba:Mbar_A0034
K01711,mby:MSBRM_0779
K01711,mbw:MSBRW_0962
K01711,mbak:MSBR3_2745
K01711,mac:MA_1173
K01711,mac:MA_1174
K01711,mma:MM_0659
K01711,mvc:MSVAZ_0735
K01711,mvc:MSVAZ_2843
K01711,mek:MSKOL_0718
K01711,mls:MSLAZ_2449
K01711,mls:MSLAZ_2881
K01711,mef:MSWH1_2213
K01711,mef:MSWH1_2214
K01711,meq:MSWHS_2867
K01711,meq:MSWHS_2868
K01711,msj:MSSAC_4173
K01711,msj:MSSAC_4174
K01711,mhor:MSHOH_3116
K01711,mhor:MSHOH_3117
K01711,melo:J7W08_09530
K01711,mmh:Mmah_0082
K01711,mzh:Mzhil_1641
K01711,mpy:Mpsy_2369
K01711,mpy:Mpsy_2373
K01711,mzi:HWN40_10515
K01711,mmav:RE476_12770
K01711,mseb:RE474_09380
K01711,mhz:Metho_1978
K01711,mtp:Mthe_1063
K01711,mhi:Mhar_1096
K01711,mhu:Mhun_2132
K01711,mhu:Mhun_2858
K01711,mema:MMAB1_1055
K01711,mchk:MchiMG62_18340
K01711,mrc:R6Y96_05470
K01711,mpi:Mpet_1406
K01711,mend:L6E24_13135
K01711,mesb:L1S32_04200
K01711,manq:L1994_01615
K01711,manq:L1994_11645
K01711,mbn:Mboo_1756
K01711,mbn:Mboo_1762
K01711,mpl:Mpal_2129
K01711,mpl:Mpal_2184
K01711,mpd:MCP_2715
K01711,mez:Mtc_0628
K01711,rci:RCIX204
K01711,hje:HacjB3_07655
K01711,meae:QEN48_00925
K01711,fac:FACI_IFERC01G1904
K01711,sis:LS215_0629
K01711,memj:MJ1HA_2111
K01711,mpru:DFR88_08960
K01711,nmr:Nmar_0150
K01711,nid:NPIRD3C_0074
K01711,nin:NADRNF5_2148
K01711,niw:Nisw_04205
K01711,nip:NsoK4_00450
K01711,nzt:NZOSNM25_001959
K01711,nic:DSQ20_00795
K01711,ndv:NDEV_0139
K01711,lob:NEF87_004319
K01711,psyt:DSAG12_01838
K02377,hsa:7264
K02377,ptr:464445
K02377,pps:100976007
K02377,ggo:101152669
K02377,pon:100172434
K02377,nle:100599000
K02377,hmh:116813667
K02377,mcc:698005
K02377,mcf:102126834
K02377,mthb:126960982
K02377,mni:105488454
K02377,csab:103237574
K02377,caty:105581211
K02377,panu:101013822
K02377,tge:112630339
K02377,mleu:105536300
K02377,rro:104679796
K02377,rbb:108536569
K02377,tfn:117078837
K02377,pteh:111533713
K02377,cang:105508994
K02377,cjc:100408482
K02377,sbq:101031649
K02377,cimi:108291283
K02377,cimi:108292375
K02377,csyr:103259047
K02377,mmur:105864792
K02377,lcat:123644901
K02377,pcoq:105813429
K02377,oga:100950791
K02377,mmu:22122
K02377,mcal:110310375
K02377,mpah:110334486
K02377,rno:300036
K02377,mcoc:116074245
K02377,anu:117718663
K02377,mun:110563138
K02377,cge:100689348
K02377,maua:101835210
K02377,prob:127225668
K02377,pleu:114684754
K02377,morg:121461221
K02377,mfot:126503413
K02377,aamp:119822959
K02377,ngi:103735284
K02377,hgl:101718494
K02377,cpoc:100733475
K02377,ccan:109690825
K02377,dord:105999025
K02377,dsp:122098893
K02377,plop:125360538
K02377,ncar:124962169
K02377,mmma:107142989
K02377,ocu:103347029
K02377,opi:101530833
K02377,tup:102496413
K02377,gvr:103598994
K02377,cfa:475116
K02377,clud:112662206
K02377,vvp:112911142
K02377,vlg:121498718
K02377,npo:129502485
K02377,aml:100474809
K02377,umr:103656668
K02377,uah:113247666
K02377,uar:123779290
K02377,elk:111146763
K02377,llv:125097202
K02377,mpuf:101681922
K02377,mnp:132014365
K02377,mlk:131827774
K02377,nvs:122904248
K02377,oro:101383576
K02377,eju:114201061
K02377,zca:113929334
K02377,mlx:118015276
K02377,nsu:110578986
K02377,lww:102741248
K02377,fca:101099433
K02377,pyu:121043109
K02377,pcoo:112859440
K02377,pbg:122495899
K02377,lruf:124507863
K02377,ptg:102958284
K02377,ppad:109258386
K02377,puc:125924338
K02377,aju:106984291
K02377,hhv:120246570
K02377,bta:513158
K02377,bom:102285302
K02377,biu:109568378
K02377,bbub:102397892
K02377,bbis:104998876
K02377,chx:102172736
K02377,oas:101114115
K02377,btax:128059454
K02377,oda:120878764
K02377,ccad:122451449
K02377,mbez:129560235
K02377,ssc:100620054
K02377,cfr:102511287
K02377,cbai:105073796
K02377,cdk:105105685
K02377,vpc:102534119
K02377,bacu:103005754
K02377,lve:103085827
K02377,oor:101280120
K02377,dle:111165124
K02377,pcad:102996868
K02377,psiu:116742436
K02377,nasi:112397073
K02377,ecb:100063484
K02377,epz:103561584
K02377,eai:106841913
K02377,myb:102246004
K02377,myd:102763267
K02377,mmyo:118653146
K02377,mlf:102434169
K02377,mna:107544224
K02377,pkl:118718614
K02377,efus:103302665
K02377,hai:109390839
K02377,dro:112315690
K02377,shon:118988860
K02377,ajm:119064829
K02377,pdic:114514574
K02377,phas:123832976
K02377,mmf:118643277
K02377,rfq:117034083
K02377,ppam:129084103
K02377,pale:102883728
K02377,pgig:120588790
K02377,pvp:105301985
K02377,ray:107507888
K02377,mjv:108402836
K02377,tod:119232705
K02377,sara:101551251
K02377,lav:100668781
K02377,tmu:101355225
K02377,etf:101645351
K02377,dnm:101413989
K02377,mdo:100020354
K02377,gas:123241955
K02377,shr:100933627
K02377,afz:127544539
K02377,afz:127547924
K02377,pcw:110214378
K02377,oaa:100089427
K02377,gga:420292
K02377,pcoc:116227806
K02377,mgp:100542120
K02377,cjo:107310631
K02377,tpai:128091616
K02377,lmut:125690481
K02377,nmel:110394049
K02377,apla:101791617
K02377,acyg:106042172
K02377,cata:118257915
K02377,aful:116485997
K02377,tgu:100224347
K02377,lsr:110480279
K02377,scan:103825410
K02377,pmoa:120504715
K02377,otc:121333378
K02377,pruf:121349280
K02377,gfr:102039676
K02377,fab:101812816
K02377,oma:130250108
K02377,phi:102099980
K02377,pmaj:107200362
K02377,ccae:111925211
K02377,ccae:111942447
K02377,ccw:104692593
K02377,cbrc:103623875
K02377,etl:114070996
K02377,etl:114072638
K02377,zab:102071866
K02377,achl:103797109
K02377,svg:106855626
K02377,mmea:130584377
K02377,hrt:120753111
K02377,fpg:101920690
K02377,fpg:101920536
K02377,fch:102055985
K02377,clv:102087495
K02377,egz:104121918
K02377,nni:104020603
K02377,pcri:104029217
K02377,plet:104614797
K02377,ehs:104511948
K02377,acun:113476609
K02377,tala:104367708
K02377,tala:122152714
K02377,padl:103922163
K02377,afor:103901291
K02377,achc:115340556
K02377,hle:104842124
K02377,agen:126049584
K02377,gcl:127029930
K02377,ccri:104165978
K02377,csti:104563696
K02377,cmac:104484870
K02377,mui:104536622
K02377,breg:104641212
K02377,fga:104077275
K02377,ldi:104343210
K02377,mnb:103775166
K02377,oha:104329436
K02377,nnt:104403591
K02377,shab:115613890
K02377,dpub:104299401
K02377,pguu:104464338
K02377,acar:104524195
K02377,cpea:104389405
K02377,avit:104270367
K02377,cvf:104283997
K02377,rtd:128905778
K02377,cuca:104063951
K02377,teo:104378716
K02377,brhi:104489481
K02377,aam:106496335
K02377,arow:112967906
K02377,npd:112953995
K02377,tgt:104580383
K02377,dne:112991252
K02377,scam:104142513
K02377,asn:102369669
K02377,amj:102573671
K02377,cpoo:109322649
K02377,ggn:109305252
K02377,pss:102459583
K02377,cmy:102943785
K02377,ccay:125632921
K02377,cpic:101933406
K02377,tst:117873868
K02377,cabi:116825678
K02377,mrv:120398101
K02377,acs:100566638
K02377,asao:132775153
K02377,pvt:110089064
K02377,sund:121928636
K02377,pbi:103053509
K02377,pmur:107297610
K02377,pmur:107300295
K02377,ctig:120317900
K02377,pgut:117666975
K02377,apri:131193934
K02377,ptex:113446395
K02377,nss:113425539
K02377,vko:123035315
K02377,pmua:114600196
K02377,praf:128417009
K02377,zvi:118090343
K02377,hcg:128324624
K02377,gja:107120103
K02377,stow:125425333
K02377,emc:129333870
K02377,xtr:394680
K02377,npr:108800385
K02377,rtem:120939829
K02377,bbuf:121001849
K02377,bgar:122939130
K02377,muo:115480947
K02377,gsh:117355525
K02377,dre:445134
K02377,dre:494077
K02377,dre:550486
K02377,srx:107728118
K02377,srx:107728119
K02377,srx:107728120
K02377,srx:107739169
K02377,sanh:107655835
K02377,sanh:107655839
K02377,sanh:107672947
K02377,sanh:107672948
K02377,sanh:107672949
K02377,sgh:107559101
K02377,sgh:107559102
K02377,sgh:107567026
K02377,ccar:109071617
K02377,ccar:109082208
K02377,ccar:109113529
K02377,ccar:109113531
K02377,ccar:109113537
K02377,ccar:109113541
K02377,caua:113068586
K02377,caua:113068587
K02377,caua:113068588
K02377,caua:113120588
K02377,caua:113120589
K02377,cgib:127938463
K02377,cgib:127938465
K02377,cgib:127984037
K02377,cgib:127984039
K02377,ptet:122325234
K02377,ptet:122325235
K02377,ptet:122325236
K02377,ptet:122325237
K02377,lroh:127182878
K02377,omc:131526746
K02377,omc:131526748
K02377,omc:131526749
K02377,pprm:120492038
K02377,pprm:120492039
K02377,pprm:120492067
K02377,pprm:120492068
K02377,rkg:130100812
K02377,rkg:130100814
K02377,rkg:130100823
K02377,mamb:125278566
K02377,mamb:125278567
K02377,mamb:125278568
K02377,cide:127502544
K02377,cide:127502545
K02377,cide:127502546
K02377,masi:127409717
K02377,tros:130565382
K02377,tros:130565689
K02377,tdw:130434279
K02377,tdw:130434599
K02377,tdw:130434820
K02377,manu:129429753
K02377,ipu:108258365
K02377,ipu:108258558
K02377,ifu:128602305
K02377,ifu:128620671
K02377,phyp:113529048
K02377,phyp:113535707
K02377,smeo:124377899
K02377,smeo:124377964
K02377,smeo:124377965
K02377,smeo:124377966
K02377,smeo:124377967
K02377,smeo:124377968
K02377,smeo:124401829
K02377,tfd:113638260
K02377,tfd:113661834
K02377,tfd:113662388
K02377,tfd:113661818
K02377,tvc:132839241
K02377,tvc:132854610
K02377,amex:103029333
K02377,amex:103029654
K02377,amex:103038071
K02377,amex:103025264
K02377,amex:103023352
K02377,cmao:118815864
K02377,eee:113571375
K02377,eee:113587230
K02377,eee:113590186
K02377,char:105893759
K02377,tru:101063721
K02377,tru:101076604
K02377,tru:115247351
K02377,tfs:130514767
K02377,tfs:130528409
K02377,tfs:130528410
K02377,tng:GSTEN00015676G001
K02377,tng:GSTEN00015678G001
K02377,lco:109140979
K02377,lco:104924492
K02377,lco:109140986
K02377,lco:104939363
K02377,ncc:104949045
K02377,ncc:104953080
K02377,tben:117492948
K02377,tben:117495631
K02377,cgob:115007417
K02377,cgob:115011944
K02377,cgob:115011945
K02377,pgeo:117445370
K02377,gacu:117545664
K02377,gacu:117552725
K02377,gacu:117560515
K02377,ely:117246841
K02377,ely:117268874
K02377,efo:125880089
K02377,efo:125895527
K02377,plep:121940054
K02377,plep:121956450
K02377,sluc:116038194
K02377,sluc:116051971
K02377,ecra:117950800
K02377,ecra:117958671
K02377,esp:116695573
K02377,esp:116703368
K02377,pflv:114561607
K02377,pflv:114569601
K02377,gat:120823655
K02377,gat:120828103
K02377,ppug:119217265
K02377,ppug:119220072
K02377,ppug:119220558
K02377,afb:129094215
K02377,afb:129098846
K02377,clum:117729499
K02377,clum:117735222
K02377,msam:119887949
K02377,msam:119900290
K02377,schu:122868471
K02377,schu:122877617
K02377,cud:121503384
K02377,cud:121503522
K02377,cud:121504012
K02377,cud:121511814
K02377,alat:119014373
K02377,alat:119014374
K02377,alat:119014795
K02377,alat:119017570
K02377,alat:119029229
K02377,mze:101475533
K02377,onl:100709628
K02377,oau:116330452
K02377,ola:101160059
K02377,oml:112150293
K02377,xma:102224235
K02377,xco:114151342
K02377,xhe:116726291
K02377,pret:103463386
K02377,pfor:103151106
K02377,plai:106952514
K02377,pmei:106914415
K02377,gaf:122837986
K02377,pprl:129372938
K02377,cvg:107095666
K02377,ctul:119787614
K02377,gmu:124873941
K02377,nfu:107393033
K02377,kmr:108243566
K02377,alim:106524199
K02377,nwh:119407647
K02377,aoce:111573385
K02377,mcep:125009973
K02377,csem:103392940
K02377,csem:103398346
K02377,pov:109639221
K02377,pov:109639395
K02377,ssen:122780913
K02377,ssen:122784854
K02377,ssen:122784858
K02377,ssen:122785846
K02377,hhip:117760164
K02377,hhip:117766711
K02377,hsp:118120894
K02377,hsp:118124082
K02377,lcf:108879579
K02377,lcf:108880705
K02377,sdu:111227152
K02377,sdu:111227507
K02377,sdu:111227571
K02377,slal:111646725
K02377,slal:111671702
K02377,xgl:120790321
K02377,hcq:109525102
K02377,sscv:125976295
K02377,sbia:133503069
K02377,pee:133405931
K02377,ptao:133480461
K02377,bpec:110172290
K02377,malb:109961236
K02377,bspl:114854112
K02377,sjo:128361407
K02377,sasa:106606805
K02377,sasa:106560379
K02377,sasa:106564818
K02377,sasa:100136418
K02377,sasa:100196310
K02377,stru:115158627
K02377,stru:115171621
K02377,stru:115192298
K02377,otw:112250041
K02377,otw:112242386
K02377,otw:112237902
K02377,otw:112251300
K02377,omy:110521749
K02377,omy:110538724
K02377,omy:110485217
K02377,omy:110524651
K02377,ogo:123996692
K02377,ogo:123999406
K02377,ogo:124021203
K02377,ogo:124038068
K02377,one:115108601
K02377,one:115121161
K02377,one:115145401
K02377,oki:109881320
K02377,oki:109898087
K02377,oki:109884831
K02377,oki:109884830
K02377,oki:109880128
K02377,oke:118358817
K02377,oke:118393374
K02377,oke:118378835
K02377,oke:118378075
K02377,salp:111971170
K02377,snh:120034606
K02377,snh:120035338
K02377,snh:120035339
K02377,snh:120038214
K02377,snh:120040846
K02377,snh:120052631
K02377,snh:120054561
K02377,snh:120066719
K02377,cclu:121532809
K02377,cclu:121540491
K02377,cclu:121551352
K02377,cclu:121568821
K02377,cclu:121550421
K02377,cclu:121550618
K02377,cclu:121550621
K02377,els:105007495
K02377,els:105026397
K02377,els:114840830
K02377,els:105009922
K02377,els:114840831
K02377,els:114840833
K02377,els:114840834
K02377,sfm:108932637
K02377,pki:111837769
K02377,loc:102695793
K02377,pspa:121312795
K02377,pspa:121314272
K02377,arut:117399275
K02377,psex:120529711
K02377,lcm:102365111
K02377,cmk:103179682
K02377,rtp:109938577
K02377,cpla:122550176
K02377,hoc:132815875
K02377,leri:129705631
K02377,pmrn:116938181
K02377,lrj:133341931
K02377,bfo:118406762
K02377,bfo:118411643
K02377,bfo:118412020
K02377,bbel:109468780
K02377,bbel:109468781
K02377,bbel:109472875
K02377,cin:100180068
K02377,cin:100181509
K02377,sclv:120329420
K02377,spu:585407
K02377,lpic:129283391
K02377,aplc:110985734
K02377,ajc:117105053
K02377,sko:100377929
K02377,dme:Dmel_CG3495
K02377,der:6547371
K02377,dse:6615619
K02377,dsi:Dsimw501_GD25098
K02377,dya:Dyak_GE11625
K02377,dan:6494184
K02377,dsr:110176053
K02377,dpo:4805500
K02377,dpe:6600841
K02377,dmn:108158360
K02377,dmn:117188463
K02377,dwi:6638388
K02377,dgr:6560438
K02377,dmo:Dmoj_GI19163
K02377,daz:108617348
K02377,dnv:108653855
K02377,dhe:111604137
K02377,dvi:6627022
K02377,ccat:101461055
K02377,bod:106619622
K02377,bdr:105228902
K02377,rze:108362715
K02377,rze:108378134
K02377,tda:119677980
K02377,mde:101891786
K02377,scac:106084929
K02377,lcq:111677854
K02377,lsq:119604255
K02377,gfs:119636914
K02377,ecoe:129951570
K02377,clon:129617267
K02377,his:119654173
K02377,aga:1277859
K02377,acoz:120955744
K02377,aara:120900288
K02377,amer:121595818
K02377,aste:118513765
K02377,aste:118515269
K02377,afun:125765673
K02377,amou:128304108
K02377,aali:118456692
K02377,aag:5570836
K02377,aalb:109419959
K02377,cqu:CpipJ_CPIJ001725
K02377,cpii:120426123
K02377,cns:116347878
K02377,bcoo:119081145
K02377,ame:552755
K02377,acer:107998354
K02377,alab:122720972
K02377,adr:102672483
K02377,aflr:100871161
K02377,bim:100746636
K02377,bbif:117210095
K02377,bvk:117241847
K02377,bvan:117157009
K02377,bter:100645463
K02377,baff:126920922
K02377,bpyo:122573632
K02377,bpas:132916124
K02377,fvi:122532641
K02377,ccal:108624852
K02377,obb:114871430
K02377,mgen:117225676
K02377,nmea:116424824
K02377,cgig:122403279
K02377,soc:105199444
K02377,mpha:105838327
K02377,aec:105153760
K02377,acep:105622746
K02377,pbar:105424816
K02377,vem:105563155
K02377,hst:105191349
K02377,dqu:106746038
K02377,cfo:105254172
K02377,fex:115238659
K02377,lhu:105668924
K02377,pgc:109860662
K02377,obo:105277217
K02377,pcf:106787816
K02377,pfuc:122522478
K02377,vps:122634590
K02377,vcrb:124429959
K02377,nvi:100116222
K02377,csol:105365323
K02377,tpre:106652361
K02377,lht:122510839
K02377,lbd:127282491
K02377,mdl:103578202
K02377,cglo:123259127
K02377,cglo:123273783
K02377,fas:105263336
K02377,dam:107045321
K02377,agif:122858546
K02377,cins:118069001
K02377,vcan:122419531
K02377,ccin:107270984
K02377,dsm:124410019
K02377,npt:124216744
K02377,nfb:124180022
K02377,nlo:107222696
K02377,nvg:124302568
K02377,tca:655452
K02377,dpa:109543033
K02377,soy:115880006
K02377,agrg:126738443
K02377,atd:109606294
K02377,cset:123320731
K02377,agb:108906988
K02377,ldc:111504825
K02377,nvl:108558652
K02377,apln:108734854
K02377,apln:108742818
K02377,ppyr:116172018
K02377,otu:111423462
K02377,bmor:101736955
K02377,bman:114253454
K02377,msex:115448122
K02377,dpl:KGM_202385
K02377,bany:112046972
K02377,mju:123868936
K02377,niq:126773066
K02377,vcd:124535116
K02377,mcix:123658120
K02377,pmac:106711693
K02377,ppot:106106209
K02377,pxu:106115231
K02377,prap:110994161
K02377,pbx:123712431
K02377,pnap:125058008
K02377,zce:119838717
K02377,ccrc:123695140
K02377,lsin:126976020
K02377,haw:110375092
K02377,hze:124634630
K02377,tnl:113496554
K02377,sliu:111356039
K02377,ofu:114357153
K02377,pxy:105384603
K02377,pgw:126370270
K02377,cfel:113384529
K02377,ccrn:123299250
K02377,api:100166652
K02377,dnx:107163349
K02377,dnx:107165809
K02377,ags:114132283
K02377,rmd:113548032
K02377,acoo:126832760
K02377,dvt:126904734
K02377,btab:109034735
K02377,dci:108253888
K02377,clec:106664953
K02377,hhal:106692767
K02377,nlu:111052341
K02377,nlu:120355297
K02377,mqu:128991890
K02377,phu:Phum_PHUM569750
K02377,foc:113210564
K02377,tpal:117641403
K02377,zne:110832931
K02377,csec:111870332
K02377,sgre:126284939
K02377,iel:124154629
K02377,fcd:110844324
K02377,dpx:DAPPUDRAFT_190546
K02377,dmk:116925255
K02377,dpz:124336255
K02377,pvm:113803802
K02377,pja:122256523
K02377,pchn:125029615
K02377,pchn:125029616
K02377,pmoo:119580849
K02377,hame:121859306
K02377,pcla:123764052
K02377,cqd:128701818
K02377,cqd:128701834
K02377,cqd:128701890
K02377,ptru:123502554
K02377,ptru:123502920
K02377,esn:127005574
K02377,hazt:108668076
K02377,eaf:111718030
K02377,lsm:121115162
K02377,tcf:131888050
K02377,ppoi:119098614
K02377,ppoi:119099084
K02377,isc:8038454
K02377,dsv:119463386
K02377,rsan:119401473
K02377,rmp:119164118
K02377,vde:111253242
K02377,vja:111273839
K02377,tut:107364035
K02377,dpte:113798344
K02377,dfr:124493284
K02377,cscu:111637158
K02377,ptep:107453854
K02377,udv:129229301
K02377,sdm:118201918
K02377,lpol:106478690
K02377,pmeo:129586276
K02377,cel:CELE_R01H2.5
K02377,cbr:CBG_16511
K02377,crq:GCK72_009924
K02377,nai:NECAME_15674
K02377,bmy:BM_BM5169
K02377,loa:LOAG_04263
K02377,tsp:Tsp_04311
K02377,tsp:Tsp_06828
K02377,hro:HELRODRAFT_185540
K02377,lgi:LOTGIDRAFT_205768
K02377,pvul:126810773
K02377,pcan:112566602
K02377,bgt:106076704
K02377,gae:121370670
K02377,hrf:124113274
K02377,hrj:124281739
K02377,crg:117691405
K02377,crg:105331139
K02377,cvn:111099454
K02377,cvn:111099690
K02377,canu:128184063
K02377,oed:125674133
K02377,myi:110457945
K02377,pmax:117327122
K02377,mcaf:127724246
K02377,mmer:123550876
K02377,mmer:123556119
K02377,rphi:132721996
K02377,rphi:132742589
K02377,dpol:127850341
K02377,obi:106877029
K02377,osn:115222310
K02377,lak:106173884
K02377,smm:Smp_104720
K02377,ovi:T265_03011
K02377,egl:EGR_01085
K02377,nve:5506375
K02377,epa:110233059
K02377,aten:116294148
K02377,adf:107327501
K02377,amil:114962511
K02377,pdam:113665607
K02377,spis:111321960
K02377,dgt:114531696
K02377,xen:124438668
K02377,hmg:100197574
K02377,hsy:130644536
K02377,tad:TRIADDRAFT_14880
K02377,aqu:100634695
K02377,ath:AT1G17890
K02377,ath:AT1G73250
K02377,aly:9324980
K02377,aly:9329035
K02377,crb:17897671
K02377,csat:104702021
K02377,csat:104702022
K02377,csat:104712934
K02377,csat:104740488
K02377,csat:104751181
K02377,csat:104756122
K02377,csat:104778763
K02377,eus:EUTSA_v10018855mg
K02377,eus:EUTSA_v10008184mg
K02377,brp:103831806
K02377,brp:103872568
K02377,bna:106346836
K02377,bna:106354260
K02377,bna:106427171
K02377,bna:111199314
K02377,boe:106296319
K02377,boe:106320147
K02377,rsz:108805219
K02377,rsz:108823465
K02377,thj:104812192
K02377,cpap:110815936
K02377,cit:102624973
K02377,cic:CICLE_v10008917mg
K02377,pvy:116143708
K02377,minc:123195028
K02377,minc:123200814
K02377,tcc:18589042
K02377,gra:105769730
K02377,ghi:107907461
K02377,ghi:107944887
K02377,gab:108460831
K02377,hsyr:120132323
K02377,hsyr:120157061
K02377,hsyr:120182214
K02377,dzi:111286519
K02377,egr:104436713
K02377,gmx:100776301
K02377,gmx:100793356
K02377,gsj:114396454
K02377,gsj:114425350
K02377,pvu:PHAVU_008G090200g
K02377,vra:106755484
K02377,var:108346855
K02377,vun:114185806
K02377,vum:124848763
K02377,ccaj:109814891
K02377,aprc:113861352
K02377,mtr:11442032
K02377,tpra:123890185
K02377,tpra:123892597
K02377,cam:101511844
K02377,psat:127127373
K02377,vvo:131609437
K02377,lja:Lj4g3v2151390.1
K02377,lja:Lj4g3v2151390.2
K02377,lja:Lj6g3v0367980.1
K02377,adu:107485107
K02377,aip:107639655
K02377,ahf:112743745
K02377,ahf:112797115
K02377,lang:109360668
K02377,pcin:129320781
K02377,fve:101303112
K02377,rcn:112200026
K02377,pper:18792018
K02377,pmum:103323376
K02377,pavi:110763904
K02377,pdul:117625449
K02377,mdm:103427409
K02377,mdm:103430014
K02377,msyl:126586571
K02377,msyl:126621874
K02377,pxb:103964461
K02377,zju:107425814
K02377,mnt:21391928
K02377,mnt:112095223
K02377,csav:115725344
K02377,csv:101216327
K02377,cmo:103493500
K02377,bhj:120079019
K02377,mcha:111020819
K02377,cmax:111493996
K02377,cmos:111450399
K02377,cpep:111784881
K02377,rcu:8263314
K02377,jcu:105643941
K02377,hbr:110640141
K02377,mesc:110614180
K02377,pop:7485271
K02377,pop:7493369
K02377,peu:105115412
K02377,peu:105121224
K02377,palz:118034265
K02377,palz:118058217
K02377,jre:108989545
K02377,jre:108993031
K02377,cill:122297626
K02377,cill:122298400
K02377,cave:132184167
K02377,qsu:112031752
K02377,qlo:115977306
K02377,twl:119996567
K02377,vvi:100267310
K02377,vri:117910104
K02377,vri:117925704
K02377,sly:101253202
K02377,spen:107024001
K02377,sot:102597056
K02377,sstn:125876997
K02377,sdul:129891580
K02377,cann:107854238
K02377,lbb:132602052
K02377,lbb:132602904
K02377,nta:107793042
K02377,nta:107831894
K02377,nsy:104249288
